title;instructor;schedule;courseno;room;teaching mode;lang;year;term;credits;schedule_time
音楽学入門;GILLAN, Matthew A.;*4/M,*4/TH;MUS107;NO DATA;Face to Face;J;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
音楽演奏研究 I;HATANO, Mutsumi;5/W,6/W,7/W;MUS214;NO DATA;Face to Face;J;2025;Spring;3;W/15:25-19:30
音楽フィールドワーク：理論と実践;GILLAN, Matthew A.;*5/M,*5/TH;MUS381;NO DATA;Face to Face;E;2025;Spring;3;M/15:25-17:20,TH/15:25-17:20
平和研究 I;VOSSE, Wilhelm M.;3/TU,2/TH,3/TH;PCS101;NO DATA;Face to Face;E;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
平和と人権;AKIYAMA, Hajime;5/M,6/M;PCS201;NO DATA;Face to Face;E;2025;Spring;2;M/15:25-18:05
哲学概論;ALBERG, Jeremiah L.;3/TU,2/TH,3/TH;PHR106;NO DATA;Face to Face;E;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
論理学;MATSUSAKA, Yoichi;5/W,6/W;PHR115;NO DATA;Face to Face;J;2025;Spring;2;W/15:25-18:05
哲学講読：近代経験主義哲学 I;YAJIMA, Naoki;2/M,2/W,2/F;PHR214;NO DATA;Face to Face;J;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
古代・中世哲学史;KAMIMURA, Naoki;5/TH,6/TH,7/TH;PHR223;NO DATA;Face to Face;J;2025;Spring;3;TH/15:25-19:30
旧約ヘブライ語;RO, Johannes Unsok;*5/M,*5/TH;PHR226;NO DATA;Face to Face;J;2025;Spring;3;M/15:25-17:20,TH/15:25-17:20
新約聖書学概観;YAKIYAMA, Mariko;*5/W,*5/F;PHR232;NO DATA;Face to Face;J;2025;Spring;3;W/15:25-17:20,F/15:25-17:20
仏教史;ESKILDSEN, Stephen Edward;2/M,2/W,2/F;PHR234;NO DATA;Face to Face;E;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
イスラム教史;ESKILDSEN, Stephen Edward;2/M,2/W,2/F;PHR235;NO DATA;Face to Face;E;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
新約聖書の解釈と倫理;YAKIYAMA, Mariko;2/M,2/W,2/F;PHR238;NO DATA;Face to Face;J;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
アメリカの神学;MCGLOTHLIN, Thomas Dwight;*4/M,*4/TH;PHR241;NO DATA;Face to Face;E;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
キリスト教史 II;MASUI, Shitsuyo;5/M,6/M,7/M;PHR244;NO DATA;Face to Face;J;2025;Spring;3;M/15:25-19:30
組織神学;MCGLOTHLIN, Thomas Dwight;2/M,2/W,2/F;PHR245;NO DATA;Face to Face;E;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
美学;GOROMARU, Hitomi;5/F,6/F;PHR322;NO DATA;Face to Face;J;2025;Spring;2;F/15:25-18:05
現代哲学史研究;TAMURA, Miki;1/M,1/W,1/F;PHR384;NO DATA;Face to Face;J;2025;Spring;3;M/08:45-10:00,W/08:45-10:00,F/08:45-10:00
基礎物理学実験;TEZUKA, Ayako/KAKINUMA, Toru;5/TH,(6/TH,7/TH);PHY105;T-166;Face to Face;J;2025;Spring;2;TH/15:25-19:30
最先端の物理学;HITZER, Eckhard/YAMAZAKI, Rekishu/HIRASHIMA, Dai/TEZUKA, Ayako/ISHIGAKI, Miho;3/TU,3/TH;PHY106;NO DATA;Face to Face;J;2025;Spring;2;TU/11:35-12:50,TH/11:35-12:50
モノづくり入門;YAMAZAKI, Rekishu/FUJINUMA, Ryosuke/KABURAGI, Takashi/OHTA, Keiji/KAMATA, Masahiro;5/F,(6/F,7/F);PHY107;T-110;Face to Face;J;2025;Spring;2;F/15:25-19:30
自然科学のための数学;HITZER, Eckhard;5/W,6/W;PHY201;NO DATA;Face to Face;E;2025;Spring;2;W/15:25-18:05
光学実験;TOMIYAMA, Manabu/KAMATA, Masahiro;5/M,(6/M,7/M);PHY211;T-166;Face to Face;J;2025;Spring;2;M/15:25-19:30
電磁気学;YOKOJIMA, Satoshi/HIRASHIMA, Dai;1/TU,2/TU,(2/TH,3/TH);PHY221;NO DATA;Face to Face;J;2025;Spring;3;TU/08:45-11:25,TH/10:10-12:50
現代物理学;TEZUKA, Ayako;5/F,6/F;PHY231;NO DATA;Face to Face;J;2025;Spring;2;F/15:25-18:05
熱物理学;HIRASHIMA, Dai;2/M,2/W;PHY262;NO DATA;Face to Face;J;2025;Spring;2;M/10:10-11:25,W/10:10-11:25
解析力学と相対性理論;KOTANI, Taro;4/F,5/F;PHY381;NO DATA;Face to Face;J;2025;Spring;2;F/14:00-16:40
物理学特論 A;HIRASHIMA, Dai;6/SA,7/SA;PHY385;NO DATA;Face to Face;J;2025;Spring;2;SA/16:50-19:30
政治学方法論入門;COLLET, Christian;3/TU,2/TH,3/TH;POL101;NO DATA;Face to Face;E;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
国際政治学;SUH, Jae-Jung;*4/W,*4/F;POL102;NO DATA;Face to Face;E;2025;Spring;3;W/13:20-15:15,F/13:20-15:15
政治学概論;KIBE, Takashi;*4/M,*4/TH;POL103;NO DATA;Face to Face;J;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
西欧政治思想史 I;KONDO, Kazutaka;5/TU,6/TU;POL211;NO DATA;Face to Face;J;2025;Spring;2;TU/15:25-18:05
グローバル社会正義論;OSHIMURA, Takashi;5/W,6/W;POL331;NO DATA;Face to Face;J;2025;Spring;2;W/15:25-18:05
教育心理学;YANO, Kosuke;5/TH,6/TH;PSY101;NO DATA;Face to Face;J;2025;Spring;2;TH/15:25-18:05
現代心理学入門;NAOI, Nozomi/MIYAKAWA, Erika/NISHIMURA, Kaoru;3/M,3/W,3/F;PSY103;NO DATA;Face to Face;J;2025;Spring;3;M/11:35-12:50,W/11:35-12:50,F/11:35-12:50
心理学実験;NAOI, Nozomi;*4/M,*4/TH;PSY221;I-212;Face to Face;J;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
文化と心理学;SMITH, Adam Randall;1/M,1/W,1/F;PSY261;NO DATA;Face to Face;E;2025;Spring;3;M/08:45-10:00,W/08:45-10:00,F/08:45-10:00
社会心理学;MIYAKAWA, Erika;2/M,2/W,2/F;PSY262;NO DATA;Face to Face;J;2025;Spring;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
臨床心理学;NISHIMURA, Kaoru;1/TU,2/TU,1/TH;PSY271;NO DATA;Face to Face;J;2025;Spring;3;TU/08:45-11:25,TH/08:45-10:00
精神保健;CHAN, Christian;3/TU,2/TH,3/TH;PSY273;NO DATA;Face to Face;E;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
多変量解析;CHAN, Christian;5/W,6/W;PSY321;NO DATA;Face to Face;E;2025;Spring;2;W/15:25-18:05
言語心理学研究;SUDO, Mioko;4/W,4/F;PSY342;NO DATA;Face to Face;E;2025;Spring;2;W/14:00-15:15,F/14:00-15:15
政策分析入門;PORTEUX, J. Nathaniel;3/TU,2/TH,3/TH;PPL101;NO DATA;Face to Face;E;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
地方自治論;MORI, Hiroaki;1/SA,2/SA,3/SA;PPL202;NO DATA;Face to Face;J;2025;Spring;3;SA/08:45-12:50
国際公共政策論;PORTEUX, J. Nathaniel;1/TU,2/TU,1/TH;PPL205;NO DATA;Face to Face;E;2025;Spring;3;TU/08:45-11:25,TH/08:45-10:00
東アジアの地域主義;NAGY, Stephen R.;3/TU,2/TH,3/TH;PPL206;NO DATA;Online;E;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
社会学原論;NAKANO, Yuichi;*4/W,*4/F;SOC102;NO DATA;Face to Face;J;2025;Spring;3;W/13:20-15:15,F/13:20-15:15
社会学原論;KIM, Allen;3/TU,2/TH,3/TH;SOC102;NO DATA;Face to Face;E;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
社会学的研究へのアプローチ;NA, Ildeung;3/TU,2/TH,3/TH;SOC103;NO DATA;Face to Face;J;2025;Spring;3;TU/11:35-12:50,TH/10:10-12:50
日本社会入門;MOROI, Yuichi;*4/M,*4/TH;SOC205;NO DATA;Face to Face;E;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
宗教社会学;SUZUKI, Muni;5/F,6/F,7/F;SOC210;NO DATA;Face to Face;J;2025;Spring;3;F/15:25-19:30
家族社会学;KIM, Allen;1/TU,2/TU,1/TH;SOC211;NO DATA;Face to Face;E;2025;Spring;3;TU/08:45-11:25,TH/08:45-10:00
家族社会学;KUBOTA, Hiroyuki;5/W,6/W,7/W;SOC211;NO DATA;Face to Face;J;2025;Spring;3;W/15:25-19:30
都市社会学;NAKANO, Yuichi;*5/W,*5/F;SOC212;NO DATA;Face to Face;J;2025;Spring;3;W/15:25-17:20,F/15:25-17:20
質的社会学分析 I;YAMAGUCHI, Tomiko;*4/M,*4/TH;SOC302;NO DATA;Face to Face;J;2025;Spring;3;M/13:20-15:15,TH/13:20-15:15
計量社会学分析 I;NA, Ildeung;*5/M,*5/TH;SOC304;I-104;Face to Face;J;2025;Spring;3;M/15:25-17:20,TH/15:25-17:20
科学技術社会学;YAMAGUCHI, Tomiko;*5/M,*5/TH;SOC309;NO DATA;Face to Face;J;2025;Spring;3;M/15:25-17:20,TH/15:25-17:20
数学特別演習 I;DOU, Xiaoling;6/SA,7/SA;MTH382;NO DATA;Face to Face;E;2025;Spring;2;SA/16:50-19:30
数学四年次セミナー I;DOU, Xiaoling;2/SA,3/SA;MTH385;NO DATA;Face to Face;E;2025;Spring;2;SA/10:10-12:50
修士論文;STAFF;NO DATA;QAMT000;NO DATA;NO DATA;NO DATA;2025;Spring;0;NO DATA
現場実習による専門学習;FUJINUMA, Ryosuke/BONDY, Christopher;4/M,5/M;QALL402;NO DATA;Face to Face;E;2025;Spring;2;M/14:00-16:40
アカデミック・イングリッシュ(S);KOBAYASHI, Yoko;3/M,3/W;QALL407;NO DATA;Face to Face;E;2025;Spring;2;M/11:35-12:50,W/11:35-12:50
アカデミック・ライティング(S);MIYAHARA, Masuko;(5/TU,6/TU,7/TU);QALL411;NO DATA;Face to Face;E;2025;Spring;2;TU/15:25-19:30
学校臨床心理学特論;NISHIMURA, Kaoru;2/TH,3/TH;QEFD414;NO DATA;Face to Face;J;2025;Spring;2;TH/10:10-12:50
教育研究法 I;HOWARD, Craig Dennis;3/M,3/W,3/F;QEFD418;NO DATA;Face to Face;E;2025;Spring;3;M/11:35-12:50,W/11:35-12:50,F/11:35-12:50
教育研究法 III;DAWSON, Walter P.;1/M,2/M;QEFD420;NO DATA;Face to Face;E;2025;Spring;2;M/08:45-11:25
認知心理学セミナー;SUDO, Mioko;3/M,3/W,3/F;QEFD423;NO DATA;Face to Face;E;2025;Spring;3;M/11:35-12:50,W/11:35-12:50,F/11:35-12:50
英語教育法研究 I（言語の学習と教授）;TSUJITA, Mari;*4/W,*4/F;QEFD427;NO DATA;Face to Face;E;2025;Spring;3;W/13:20-15:15,F/13:20-15:15
IB教育哲学演習：MYP;KOMATSU, Maki;2/W,2/F;QEED526;NO DATA;Face to Face;E;2025;Spring;2;W/10:10-11:25,F/10:10-11:25
IB認定校での教育実習;FUJII, Akiko;NO DATA;QEED528;NO DATA;Face to Face;E;2025;Spring;2;NO DATA
心理学特別研究 I;NAOI, Nozomi/MIYAKAWA, Erika/NISHIMURA, Kaoru;5/M,6/M;QEPS502;NO DATA;Face to Face;J;2025;Spring;1;M/15:25-18:05
言語心理学;MORISHIMA, Yasunori;2/M,3/M;QEPS509;NO DATA;Face to Face;E;2025;Spring;2;M/10:10-12:50
平和心理学特論;SMITH, Adam Randall;5/W,6/W;QEPS515;NO DATA;Face to Face;E;2025;Spring;2;W/15:25-18:05
心理学の質的研究法;NOCHI, Masahiro;5/TH,6/TH;QEPS519;NO DATA;Face to Face;J;2025;Spring;2;TH/15:25-18:05
心理学特別研究 III;CHAN, Christian/SMITH, Adam Randall/SUDO, Mioko;5/M,6/M;QEPS601;NO DATA;NO DATA;E;2025;Spring;1;M/15:25-18:05
英語学;MIZUTA, Yoko;1/M,1/W,1/F;QELE502;NO DATA;Face to Face;J;2025;Spring;3;M/08:45-10:00,W/08:45-10:00,F/08:45-10:00
古英語;MIURA, Ayumi;5/F,6/F,7/F;QELE508;NO DATA;Face to Face;E;2025;Spring;3;F/15:25-19:30
専門研究 I;STAFF;8/TU,8/W;QEMR601;NO DATA;NO DATA;NO DATA;2025;Spring;2;TU/19:40-20:55,W/19:40-20:55
現代企業理論;INABA, Yushi;4/W,5/W;QPFD413;NO DATA;Face to Face;E;2025;Spring;2;W/14:00-16:40
政治社会サーベイデータ分析;ISHIO, Yoshito;6/W,7/W;QPFD421;I-104;Face to Face;E;2025;Spring;2;W/16:50-19:30
時系列計量経済学;HWANG, Insang;5/TH,6/TH;QPFD424;I-206;Face to Face;E;2025;Spring;2;TH/15:25-18:05
紛争後の和解;SUH, Jae-Jung;5/TH,6/TH;QPFD435;NO DATA;Face to Face;E;2025;Spring;2;TH/15:25-18:05
難民・強制移動研究　I;OBI, Naoko;2/TH,3/TH;QPFD437;NO DATA;Face to Face;E;2025;Spring;2;TH/10:10-12:50
アメリカ政治とグローバル社会;COLLET, Christian;1/TU,2/TU;QPPI501;NO DATA;Face to Face;E;2025;Spring;2;TU/08:45-11:25
比較政治・行政論;KOO, Yoojin;6/M,7/M;QPPI503;NO DATA;Face to Face;E;2025;Spring;2;M/16:50-19:30
国連研修：持続可能な開発;MORITA, Hiroko;NO DATA;QPPI528;NO DATA;Face to Face;E;2025;Spring;2;NO DATA
社会問題と政策;YOKOYAMA, Shigeki;4/W,5/W;QPSC508;NO DATA;Face to Face;E;2025;Spring;2;W/14:00-16:40
社会階層論;BONDY, Christopher;2/TU,3/TU;QPSC509;NO DATA;Face to Face;E;2025;Spring;2;TU/10:10-12:50
メディア・コミュニケーションの理論;JUNG, Joo-Young J.;1/TU,2/TU;QPML501;NO DATA;Face to Face;E;2025;Spring;2;TU/08:45-11:25
メディアと宗教;HONG,  Seung Min;5/TH,6/TH;QPML509;NO DATA;Face to Face;E;2025;Spring;2;TH/15:25-18:05
国際企業財務 I;KANEKO, Takuya;1/W,2/W;QPPE504;NO DATA;Face to Face;E;2025;Spring;2;W/08:45-11:25
国際貿易政策;MONTGOMERY, Heather A.;5/M,6/M;QPPE509;NO DATA;Face to Face;E;2025;Spring;2;M/15:25-18:05
経済政策;KATO, Ryuta;2/TH,3/TH;QPPE512;NO DATA;Face to Face;E;2025;Spring;2;TH/10:10-12:50
マーケティング・マネジメント;KANAZAWA, Yuichiro;5/TU,6/TU;QPPE518;NO DATA;Face to Face;E;2025;Spring;2;TU/15:25-18:05
人権論 II;SATO, Yasunobu;5/F,6/F;QPPS506;NO DATA;Face to Face;E;2025;Spring;2;F/15:25-18:05
専門研究 I;STAFF;8/TU,8/W;QPMR601;NO DATA;NO DATA;NO DATA;2025;Spring;2;TU/19:40-20:55,W/19:40-20:55
日本史の諸問題 I;OLAH, Csaba;1/TU,2/TU;QCFD409;NO DATA;Face to Face;J;2025;Spring;2;TU/08:45-11:25
権力・政治・言語;SIMONS, Christopher E. J.;2/F,3/F;QCFD421;NO DATA;Face to Face;E;2025;Spring;2;F/10:10-12:50
日本言語文化論 II;KOMORI, Yuri;5/M,6/M;QCJC506;NO DATA;Face to Face;J;2025;Spring;2;M/15:25-18:05
日本文化論 IV;KIKUCHI, Hideaki;2/TH,3/TH;QCJC509;NO DATA;Face to Face;J;2025;Spring;2;TH/10:10-12:50
東洋の思想 II;ESKILDSEN, Stephen Edward;5/TH,6/TH;QCJC512;NO DATA;Face to Face;E;2025;Spring;2;TH/15:25-18:05
比較文化特論 II;AMMOUR-MAYEUR, Olivier;1/W,2/W;QCAC512;NO DATA;Face to Face;E;2025;Spring;2;W/08:45-11:25
専門研究 I;STAFF;8/TU,8/W;QCMR601;NO DATA;NO DATA;NO DATA;2025;Spring;2;TU/19:40-20:55,W/19:40-20:55
西洋の思想 III;YAJIMA, Naoki;5/F,6/F;QCTS514;NO DATA;Face to Face;J;2025;Spring;2;F/15:25-18:05
文化史研究;NASU, Kei;2/M,3/M;QCTS515;NO DATA;Face to Face;J;2025;Spring;2;M/10:10-12:50
環境科学特別講義;CHUN, Wang Jae/FUJINUMA, Ryosuke/KOE, Julian R.;5/W,6/W;QNFD403;NO DATA;Face to Face;E;2025;Spring;2;W/15:25-18:05
数理科学特論 I;DOU, Xiaoling;2/TU,3/TU;QNMC505;NO DATA;Face to Face;E;2025;Spring;2;TU/10:10-12:50
数理科学特論 II;KABURAGI, Takashi;2/F,3/F;QNMC506;NO DATA;Face to Face;E;2025;Spring;2;F/10:10-12:50
計算機物理学;HITZER, Eckhard;5/TH,6/TH;QNMS513;NO DATA;Face to Face;E;2025;Spring;2;TH/15:25-18:05
生体制御特論 II;KOSE, Hiroyuki;4/SA,5/SA;QNLS502;NO DATA;Face to Face;E;2025;Spring;2;SA/14:00-16:40
専門研究 I;STAFF;8/TU,8/W;QNMR601;NO DATA;NO DATA;E;2025;Spring;2;TU/19:40-20:55,W/19:40-20:55
研究指導;STAFF;NO DATA;QARG888;NO DATA;NO DATA;NO DATA;2025;Spring;0;NO DATA
研究者のための技法 I - アカデミック・プレゼンテーション;DAWSON, Walter P./MONTGOMERY, Heather A./RO, Johannes Unsok/ISHIBASHI, Keisuke/ISHIO, Yoshito;8/M;QADT601;NO DATA;NO DATA;E;2025;Spring;2;M/19:40-20:55
博士論文;STAFF;NO DATA;QADT999;NO DATA;NO DATA;NO DATA;2025;Spring;0;NO DATA
特別専門研究 I;STAFF;6/SA,7/SA;QADR601;NO DATA;NO DATA;NO DATA;2025;Spring;2;SA/16:50-19:30
リベラルアーツ英語プログラム(Stream 2)：読解と論文作法;STAFF;NO DATA;ELA020;NO DATA;Face to Face;E;2025;Autumn;6;NO DATA
リベラルアーツ英語プログラム(Stream 2)：アカデミック・スキル;STAFF;NO DATA;ELA022;NO DATA;Face to Face;E;2025;Autumn;1;NO DATA
リベラルアーツ英語プログラム(Stream 3)：読解と論文作法;STAFF;NO DATA;ELA030;NO DATA;Face to Face;E;2025;Autumn;9;NO DATA
リベラルアーツ英語プログラム(Stream 3)：精読と英文構成法;STAFF;NO DATA;ELA031;NO DATA;Face to Face;E;2025;Autumn;6;NO DATA
リベラルアーツ英語プログラム(Stream 3)：アカデミック・スキル;STAFF;NO DATA;ELA032;NO DATA;Face to Face;E;2025;Autumn;4;NO DATA
リベラルアーツ英語プログラム(Stream 4)：読解と論文作法;STAFF;NO DATA;ELA040;NO DATA;Face to Face;E;2025;Autumn;9;NO DATA
リベラルアーツ英語プログラム(Stream 4)：精読と英文構成法;STAFF;NO DATA;ELA041;NO DATA;Face to Face;E;2025;Autumn;9;NO DATA
リベラルアーツ英語プログラム(Stream 4)：アカデミック・スキル;STAFF;NO DATA;ELA042;NO DATA;Face to Face;E;2025;Autumn;4;NO DATA
リベラルアーツ英語プログラム：論文作成;STAFF;3/M,5/TU,3/W,3/F;ELA060;NO DATA;Face to Face;E;2025;Autumn;3;M/11:35-12:50,TU/15:25-16:40,W/11:35-12:50,F/11:35-12:50
リベラルアーツ英語プログラム：論文作成;STAFF;NO DATA;ELA060;NO DATA;Face to Face;E;2025;Autumn;3;NO DATA
日本語J1;MIYAMOTO, Mayu/SAITO, Satomi/TERAI, Hiromi;1/M,2/M,1/TU,2/TU,1/W,2/W,3/W,1/F,2/F,3/F;JLP011;NO DATA;Face to Face;J;2025;Autumn;5;M/08:45-11:25,TU/08:45-11:25,W/08:45-12:50,F/08:45-12:50
日本語J2;MIURA, Ayano/ASHIKI, Ayako/NOGUCHI, Fusae;1/M,2/M,1/TU,2/TU,1/W,2/W,3/W,1/F,2/F,3/F;JLP012;NO DATA;Face to Face;J;2025;Autumn;5;M/08:45-11:25,TU/08:45-11:25,W/08:45-12:50,F/08:45-12:50
日本語J3;KUBO, Kazumi/KITAGAWA, Yui/MASUDA, Rika;1/M,2/M,1/TU,2/TU,1/W,2/W,3/W,1/F,2/F,3/F;JLP013;NO DATA;Face to Face;J;2025;Autumn;5;M/08:45-11:25,TU/08:45-11:25,W/08:45-12:50,F/08:45-12:50
日本語J4;SAKATA, Reiko/KANAYAMA, Yasuko/KISHIDA, Rie/SUZUKI, Mieko;1/M,2/M,1/TU,2/TU,1/W,2/W,3/W,1/F,2/F,3/F;JLP014;NO DATA;Face to Face;J;2025;Autumn;5;M/08:45-11:25,TU/08:45-11:25,W/08:45-12:50,F/08:45-12:50
日本語J5;TAKEDA, Tomoko/NISHINO, Ai/YAMADA, Kyoko;1/M,2/M,1/TU,2/TU,1/W,2/W,3/W,1/F,2/F,3/F;JLP015;NO DATA;Face to Face;J;2025;Autumn;5;M/08:45-11:25,TU/08:45-11:25,W/08:45-12:50,F/08:45-12:50
日本語J6;SAKURAGI, Tomomi/OSAKI-WATANABE, Kumiko/UGAMOCHI, Ayako;1/M,2/M,1/TU,2/TU,1/W,2/W,3/W,1/F,2/F,3/F;JLP016;NO DATA;Face to Face;J;2025;Autumn;5;M/08:45-11:25,TU/08:45-11:25,W/08:45-12:50,F/08:45-12:50
日本語J7-A;NISHINO, Ai/INOUE, Shoko/OSAKI-WATANABE, Kumiko;1/M,2/M,1/W,2/W;JLP028;NO DATA;Face to Face;J;2025;Autumn;3;M/08:45-11:25,W/08:45-11:25
日本語J7-B;OZAWA, Ikumi/KUWANO, Sachiko/MASUDA, Rika;1/TU,2/TU;JLP029;NO DATA;Face to Face;J;2025;Autumn;2;TU/08:45-11:25
上級日本語：読解とディスカッション;INADA, Naoko;4/M,5/M;JLP035;NO DATA;Face to Face;J;2025;Autumn;1;M/14:00-16:40
日本語特別教育　漢字2;MIYAMOTO, Mayu;4/M;JLP072;NO DATA;Face to Face;J;2025;Autumn;1;M/14:00-15:15
日本語特別教育　漢字3;SAKURAGI, Tomomi/TAKEDA, Tomoko;4/M;JLP073;NO DATA;Face to Face;J;2025;Autumn;1;M/14:00-15:15
日本語特別教育 3;OZAWA, Ikumi/KOMORI, Yuri/KUWANO, Sachiko;1/W,2/W,3/W,1/F,2/F,3/F;JLP083;NO DATA;Face to Face;J;2025;Autumn;3;W/08:45-12:50,F/08:45-12:50
第一言語／継承語話者のための日本語入門;KANAYAMA, Yasuko;1/W,2/W,3/W,1/F,2/F,3/F;JLP085;NO DATA;Face to Face;J;2025;Autumn;3;W/08:45-12:50,F/08:45-12:50
特別日本語教育入門;SAKATA, Reiko/KUBO, Kazumi/MIURA, Ayano/NISHINO, Ai;5/M;JLP089;NO DATA;Face to Face;J;2025;Autumn;1;M/15:25-16:40
Ｘ：キリスト教概論;NAGAYAMA, Michi;3/M,3/W,3/F;GEX001;NO DATA;Face to Face;J;2025;Autumn;3;M/11:35-12:50,W/11:35-12:50,F/11:35-12:50
Ｘ：キリスト教概論;ALBERG, Jeremiah L.;*4/M,*4/TH;GEX001;NO DATA;Face to Face;E;2025;Autumn;3;M/13:20-15:15,TH/13:20-15:15
Ｘ：キリスト教概論;KITANAKA, Shoko;2/M,2/W,2/F;GEX001;NO DATA;Face to Face;J;2025;Autumn;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
Ｈ１：倫理学の世界;TAMURA, Miki;3/M,3/W,3/F;GEH032;NO DATA;Face to Face;J;2025;Autumn;3;M/11:35-12:50,W/11:35-12:50,F/11:35-12:50
Ｈ２：英語の世界、世界の英語;SHIROZA, Saran;3/TU,2/TH,3/TH;GEH045;NO DATA;Face to Face;J;2025;Autumn;3;TU/11:35-12:50,TH/10:10-12:50
Ｈ１：映画研究への招き;AMMOUR-MAYEUR, Olivier;3/TU,2/TH,3/TH;GEH063;NO DATA;Face to Face;E;2025;Autumn;3;TU/11:35-12:50,TH/10:10-12:50
Ｓ１：経済と経済学;MONTGOMERY, Heather A.;*4/M,*4/TH;GES001;NO DATA;Face to Face;E;2025;Autumn;3;M/13:20-15:15,TH/13:20-15:15
Ｓ１：政治学（Ｃ）;NAGY, Stephen R.;3/TU,2/TH,3/TH;GES013;NO DATA;Face to Face;E;2025;Autumn;3;TU/11:35-12:50,TH/10:10-12:50
Ｓ１：自由;MATSUDA, Hiromichi;*5/W,*5/F;GES020;NO DATA;Face to Face;J;2025;Autumn;3;W/15:25-17:20,F/15:25-17:20
Ｓ１：社会と文化;KIM, Allen;*4/W,*4/F;GES026;NO DATA;Face to Face;E;2025;Autumn;3;W/13:20-15:15,F/13:20-15:15
Ｓ１：日常のなかのニューメディアと社会;TSE, Yu-Kei;3/TU,2/TH,3/TH;GES027;NO DATA;Face to Face;E;2025;Autumn;3;TU/11:35-12:50,TH/10:10-12:50
Ｓ１：歴史学;BORLAND, Janet Lorraine/OLAH, Csaba;3/TU,2/TH,3/TH;GES032;NO DATA;Face to Face;E;2025;Autumn;3;TU/11:35-12:50,TH/10:10-12:50
Ｓ２：統計情報リテラシー;MARSZALEC, Daniel Janusz;*4/W,*4/F;GES039;NO DATA;Face to Face;E;2025;Autumn;3;W/13:20-15:15,F/13:20-15:15
Ｓ２：サービス・ラーニング;KATO, Etsuko/KURONUMA, Atsuko;5/W,6/W,(5/SA,6/SA);GES046;NO DATA;Face to Face;J;2025;Autumn;3;W/15:25-18:05,SA/15:25-18:05
Ｓ２：メディアと記号;ARIMOTO, Takeshi;3/TU,2/TH,3/TH;GES051;NO DATA;Face to Face;J;2025;Autumn;3;TU/11:35-12:50,TH/10:10-12:50
Ｓ２：「災後」の人間・社会・文化;KATO, Etsuko/YAMAGUCHI, Tomiko;*5/M,*5/TH;GES094;NO DATA;Face to Face;J;2025;Autumn;3;M/15:25-17:20,TH/15:25-17:20
Ｓ２：こころとからだの健康;SHIMIZU, Yasuo;3/M,3/W,3/F;GES096;NO DATA;Face to Face;J;2025;Autumn;3;M/11:35-12:50,W/11:35-12:50,F/11:35-12:50
Ｎ１：物理の世界（Ｂ）- 物理が教えてくれるもの;HITZER, Eckhard;3/M,3/W,3/F;GEN012;NO DATA;Face to Face;E;2025;Autumn;3;M/11:35-12:50,W/11:35-12:50,F/11:35-12:50
Ｎ１：数学の世界;MATSUMURA, Tomoo;2/M,2/W,2/F;GEN025;NO DATA;Face to Face;E;2025;Autumn;3;M/10:10-11:25,W/10:10-11:25,F/10:10-11:25
Ｎ２：実験付き自然科学入門;KOE, Julian R./TOMIYAMA, Manabu/KOSE, Hiroyuki;(3/TU,2/TH,3/TH);GEN031;NO DATA;Face to Face;J;2025;Autumn;2;TU/11:35-12:50,TH/10:10-12:50
Ｎ２：科学史;HIRAI, Masahito;1/TU,2/TU,3/TU;GEN052;NO DATA;Face to Face;E;2025;Autumn;3;TU/08:45-12:50
Ｎ２：コンピュータ・リテラシー;ITO, Takashi;5/W,(6/W,7/W);GEN061;I-106;Face to Face;J;2025;Autumn;2;W/15:25-19:30
Ｎ２：ネットワーク情報活用;OHTA, Keiji;5/W,(6/W,7/W);GEN062;I-212;Face to Face;J;2025;Autumn;2;W/15:25-19:30
Ｎ２：理解のためのマルチメディア;KABURAGI, Takashi;5/F,(6/F,7/F);GEN063;I-106;Face to Face;J;2025;Autumn;2;F/15:25-19:30
リベラルアーツセミナー;MIZUTA, Yoko;3/TU,2/TH,3/TH;GEL001;NO DATA;Face to Face;J;2025;Autumn;3;TU/11:35-12:50,TH/10:10-12:50
健康科学;SATO, Kaori;4/M;HPE001;NO DATA;Face to Face;J;2025;Autumn;1;M/14:00-15:15
健康科学;TOYODA, Hayato;4/TH;HPE001;NO DATA;Face to Face;J;2025;Autumn;1;TH/14:00-15:15
